u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,speed_kph,travel_time,bridge,width,junction,ref,access
330648889,330648893,0,154884802,False,2,Calle 33B Sur,tertiary,,False,132.551,"LINESTRING (-75.5884574 6.1743363, -75.5885066 6.1744113, -75.5885349 6.1744859, -75.5885632 6.174598, -75.5885781 6.1747063, -75.5885741 6.1748023, -75.588551 6.1749459, -75.5885088 6.1750499, -75.5884628 6.1751446, -75.5884185 6.1752278, -75.5883627 6.1753331, -75.5883123 6.1754486)",60.0,8.0,,,,,
330648893,330648889,0,154884802,False,2,Calle 33B Sur,tertiary,,True,132.55100000000002,"LINESTRING (-75.5883123 6.1754486, -75.5883627 6.1753331, -75.5884185 6.1752278, -75.5884628 6.1751446, -75.5885088 6.1750499, -75.588551 6.1749459, -75.5885741 6.1748023, -75.5885781 6.1747063, -75.5885632 6.174598, -75.5885349 6.1744859, -75.5885066 6.1744113, -75.5884574 6.1743363)",60.0,8.0,,,,,
330648893,340691002,0,320533422,False,2,Carrera 45B,tertiary,,True,47.282,"LINESTRING (-75.5883123 6.1754486, -75.5882698 6.1755365, -75.5882372 6.1756167, -75.588215 6.175732, -75.5882104 6.1758557)",60.0,2.8,,,,,
330648893,3270683204,0,1019199298,False,,Carrera 45B,residential,,False,26.679000000000002,"LINESTRING (-75.5883123 6.1754486, -75.5884088 6.1753727, -75.5884966 6.1752939)",35.0,2.7,,,,,
330648895,1430555110,0,388246100,False,2,Calle 32 Sur,tertiary,,False,17.205,"LINESTRING (-75.588441 6.1767271, -75.5885555 6.1768319)",60.0,1.0,,,,,
330648895,340691002,0,388246100,False,2,Calle 32 Sur,tertiary,,True,100.761,"LINESTRING (-75.588441 6.1767271, -75.5883958 6.1766493, -75.5883582 6.1765396, -75.5882392 6.1760615, -75.5882227 6.175969, -75.5882104 6.1758557)",60.0,6.0,,,,,
330648895,1430593908,0,388246135,False,,Carrera 46A,residential,,False,98.723,"LINESTRING (-75.588441 6.1767271, -75.5883569 6.1767671, -75.5882724 6.176828, -75.5881755 6.1769341, -75.5878758 6.1773941)",35.0,10.2,,,,,
330648896,1430593917,0,44784014,True,3,Avenida Carrera 48,primary,,False,134.013,"LINESTRING (-75.5895765 6.1775492, -75.5888814 6.1785366)",46.8,10.3,,,,,
330648896,1430586232,0,388246100,False,2,Calle 32 Sur,tertiary,,True,96.62,"LINESTRING (-75.5895765 6.1775492, -75.5895129 6.1775046, -75.589232 6.1773077, -75.5888622 6.1770485)",60.0,5.8,,,,,
330649093,6822287683,0,112499871,False,,Carrera 47,residential,,False,61.284000000000006,"LINESTRING (-75.5852144 6.1809908, -75.5851383 6.1812145, -75.5851261 6.1812636, -75.5851269 6.181313, -75.5851468 6.1813646, -75.5852448 6.1814912)",35.0,6.3,,,,,
330649093,1673517664,0,154891298,False,,Calle 26 Sur,residential,,True,257.771,"LINESTRING (-75.5852144 6.1809908, -75.5847263 6.1810025, -75.5843108 6.180985, -75.5833424 6.1808867, -75.5832179 6.1808718, -75.5831377 6.1808622, -75.5830299 6.1808306, -75.5829596 6.1808, -75.5829354 6.1807874, -75.5829074 6.1807729)",35.0,26.5,,,,,
330649093,569133128,0,567112179,False,,Calle 27A Sur,residential,,True,154.19,"LINESTRING (-75.5852144 6.1809908, -75.5852391 6.1808574, -75.5852266 6.1807074, -75.5852024 6.1806118, -75.584788 6.1796985)",35.0,15.9,,,,,
330762602,330762611,0,30035528,False,2,Calle 48C Sur,residential,,False,259.671,"LINESTRING (-75.60185 6.1637179, -75.6017875 6.1636862, -75.6009981 6.1632857, -75.5998436 6.1629066, -75.5996744 6.1628563)",35.0,26.7,,6,,,
330762602,5524117835,0,575776878,True,2,Avenida Carrera 48,primary,,False,366.57,"LINESTRING (-75.60185 6.1637179, -75.6016775 6.1638931, -75.6002903 6.1653013, -75.6001613 6.1654322, -75.5995299 6.1660731)",46.8,28.2,,,,,
330762609,3501089943,0,572151268,False,,Calle 48C Sur,residential,,True,15.083,"LINESTRING (-75.5975863 6.1621588, -75.5976939 6.1622422)",35.0,1.6,,6,,,
330762609,4404725421,0,917578336,False,,Calle 48C Sur,residential,,False,17.549,"LINESTRING (-75.5975863 6.1621588, -75.5975391 6.1621362, -75.5974433 6.1620903)",35.0,1.8,,6,,,
330762609,4404725424,0,1127913317,True,3,Carrera 43A,primary,,False,17.396,"LINESTRING (-75.5975863 6.1621588, -75.5975342 6.1621899, -75.5974528 6.1622416)",46.8,1.3,,,,,
330762611,330762634,0,30035530,False,,Carrera 43AA,residential,,True,135.251,"LINESTRING (-75.5996744 6.1628563, -75.5985314 6.16329)",35.0,13.9,,,,,
330762611,4404289842,0,30035528,False,2,Calle 48C Sur,residential,,False,200.86399999999998,"LINESTRING (-75.5996744 6.1628563, -75.5987792 6.1625787, -75.5983599 6.1624542, -75.5982755 6.1624292, -75.5979382 6.162324)",35.0,20.7,,6,,,
330762611,330762602,0,30035528,False,2,Calle 48C Sur,residential,,True,259.671,"LINESTRING (-75.5996744 6.1628563, -75.5998436 6.1629066, -75.6009981 6.1632857, -75.6017875 6.1636862, -75.60185 6.1637179)",35.0,26.7,,6,,,
330762611,330762636,0,30035530,False,,Carrera 43AA,residential,,False,172.477,"LINESTRING (-75.5996744 6.1628563, -75.5997559 6.1628148, -75.6000826 6.1626487, -75.6006365 6.1623525, -75.6007664 6.1622858, -75.6010226 6.1620846)",35.0,17.7,,,,,
330762634,330762611,0,30035530,False,,Carrera 43AA,residential,,False,135.251,"LINESTRING (-75.5985314 6.16329, -75.5996744 6.1628563)",35.0,13.9,,,,,
330762636,330762611,0,30035530,False,,Carrera 43AA,residential,,True,172.477,"LINESTRING (-75.6010226 6.1620846, -75.6007664 6.1622858, -75.6006365 6.1623525, -75.6000826 6.1626487, -75.5997559 6.1628148, -75.5996744 6.1628563)",35.0,17.7,,,,,
330762636,1819429753,0,170796825,False,2,Calle 49 Sur,residential,,False,195.423,"LINESTRING (-75.6010226 6.1620846, -75.6011416 6.1622188, -75.6023986 6.1630582, -75.6024594 6.1630993)",35.0,20.1,,,,,
330762636,3501089913,0,392512372,False,2,Carrera 49 Sur,residential,,False,164.515,"LINESTRING (-75.6010226 6.1620846, -75.6002175 6.1610235, -75.6001709 6.160961, -75.6001273 6.1609028)",35.0,16.9,,,,,
330762677,5919405593,0,1128023632,True,3,Calle 38A Sur,tertiary,,False,10.741,"LINESTRING (-75.5891287 6.1697234, -75.5892143 6.1697691)",60.0,0.6,,,,,
330762677,330631935,0,1020610936,True,3,Carrera 43A,primary,30,False,92.77300000000001,"LINESTRING (-75.5891287 6.1697234, -75.5890724 6.1698082, -75.5887011 6.1703731, -75.5886693 6.1704216)",30.0,11.1,,,,,
330762679,9389580588,0,154888079,True,1,Calle 39 Sur,tertiary,,False,13.539,"LINESTRING (-75.5814816 6.1639679, -75.5813737 6.1639103)",60.0,0.8,,,,,
330762679,3924033261,0,567177072,True,,Carrera 30,residential,,False,4.386,"LINESTRING (-75.5814816 6.1639679, -75.5814915 6.1639297)",35.0,0.5,,,,,
330762724,330762727,0,"[1292965896, 1078270510, 1078270511]",True,"['1', '3']",Calle 38A Sur,tertiary,,False,162.038,"LINESTRING (-75.5904146 6.1705058, -75.5907186 6.1706924, -75.5908542 6.1707756, -75.5916069 6.1713504)",60.0,9.7,,,,,
330762727,1192169181,0,103248789,True,2,Carrera 46,residential,,False,63.173,"LINESTRING (-75.5916069 6.1713504, -75.5913901 6.1718258, -75.5913696 6.1718672)",35.0,6.5,,5,,,
330762727,1419125243,0,128396689,True,,Carrera 46,residential,,False,38.91,"LINESTRING (-75.5916069 6.1713504, -75.591633 6.1713201, -75.5918378 6.1710863)",35.0,4.0,,5,,,
330762727,5497056847,0,1078268931,True,1,Calle 38A Sur,tertiary,,False,143.72,"LINESTRING (-75.5916069 6.1713504, -75.5916405 6.1713727, -75.5926885 6.1720675)",60.0,8.6,,,,,
330762728,11986525377,0,44783496,True,2,Avenida Carrera 48,primary,,False,52.278,"LINESTRING (-75.5932129 6.1724161, -75.5928993 6.172768)",46.8,4.0,,,,,
338172920,9401024583,0,30595078,False,,,residential,,False,224.169,"LINESTRING (-75.5778534 6.1796063, -75.577475 6.1808724, -75.5773966 6.1811032, -75.5773589 6.1811563, -75.5772032 6.181233, -75.5771382 6.1812357, -75.5769937 6.1811956)",35.0,23.1,,,,,
338172930,4404924390,0,1019259602,True,1,Calle 27 Sur,tertiary,,False,14.221,"LINESTRING (-75.577458 6.1791776, -75.5773638 6.1790905)",60.0,0.9,,,,,
338172930,3648102735,0,1233434906,True,2,,tertiary,20,False,8.507,"LINESTRING (-75.577458 6.1791776, -75.5774331 6.1791788, -75.5774098 6.1791878, -75.5773892 6.1792052)",20.0,1.5,,,roundabout,,
340682850,1838321812,0,351849729,False,2,Calle 23 Sur,tertiary,,True,51.745,"LINESTRING (-75.5676763 6.176694, -75.5676422 6.1767516, -75.567618 6.1768116, -75.5676046 6.1768756, -75.5675724 6.1769823, -75.5675402 6.1770476, -75.5674901 6.1771157)",60.0,3.1,,,,,
340682850,1838321779,0,351849730,False,2,Calle 23 Sur,tertiary,,False,66.911,"LINESTRING (-75.5676763 6.176694, -75.5676408 6.1766223, -75.5676059 6.1765383, -75.5675592 6.1764553, -75.5674802 6.1763352, -75.5673427 6.1761999)",60.0,4.0,,,,,
340682850,3354552487,0,1001438351,False,2,Calle 23 Sur,tertiary,,False,100.76100000000001,"LINESTRING (-75.5676763 6.176694, -75.5677977 6.176753, -75.5679412 6.1768396, -75.5680445 6.1769183, -75.5681465 6.1769877, -75.5682752 6.177053, -75.56847 6.1771316)",60.0,6.0,,,,,
340682860,6819378702,0,"[1018625653, 1001438351]",False,2,"['Calle 23 Sur', 'Carrera 28']",tertiary,,True,287.701,"LINESTRING (-75.5726103 6.1780287, -75.5725922 6.1781516, -75.5725615 6.1782871, -75.5725358 6.1783716, -75.5724902 6.1784569, -75.5724467 6.1785056, -75.5723758 6.1785375, -75.5722837 6.1785556, -75.572164 6.1785614, -75.5718948 6.1785676, -75.5717328 6.1785534, -75.5713249 6.1784754, -75.5712359 6.1784534, -75.5710986 6.1784114, -75.5708702 6.1783236, -75.5706556 6.1782325, -75.5704494 6.1781226)",60.0,17.3,,,,,
340682860,340682861,0,1018627838,True,2,Carrera 28,tertiary,,False,23.485,"LINESTRING (-75.5726103 6.1780287, -75.5726364 6.1779583, -75.5726603 6.1779027, -75.5726944 6.177835)",60.0,1.4,,,,,
340682861,9395265168,0,1018627840,True,1,,tertiary,,False,18.304,"LINESTRING (-75.5726944 6.177835, -75.5727209 6.1778427, -75.5727484 6.1778407, -75.5727735 6.1778293, -75.572793 6.1778098, -75.5728044 6.1777848, -75.5728063 6.1777575)",60.0,1.1,,,roundabout,,
340682870,9381641980,0,1019259600,True,2,Calle 24 Sur,tertiary,,False,7.508,"LINESTRING (-75.5771877 6.1797731, -75.5772518 6.1797954)",60.0,0.5,,,,,
340682870,3648096516,0,726608738,True,2,Carrera 41A,tertiary,,False,251.019,"LINESTRING (-75.5771877 6.1797731, -75.5770159 6.180363, -75.5767474 6.1813, -75.5766793 6.1815346, -75.5766619 6.1816797, -75.5766638 6.1817696, -75.5766832 6.1818852, -75.5767046 6.1819536)",60.0,15.1,,,,,
340685171,3648096508,0,442832391,True,2,Calle 20 Sur,tertiary,,False,23.45,"LINESTRING (-75.5765675 6.1820717, -75.5767793 6.18206)",60.0,1.4,,,,,
340685951,4404924427,0,30794338,False,2,Calle 24 Sur,residential,,True,27.928,"LINESTRING (-75.5794759 6.1802691, -75.5792942 6.1800946)",35.0,2.9,,,,,
340685951,340686062,0,559472181,False,2,,residential,,True,85.37,"LINESTRING (-75.5794759 6.1802691, -75.5798176 6.1795806)",35.0,8.8,,,,,
340685951,2417951905,0,30794338,False,2,Calle 24 Sur,residential,,False,59.632,"LINESTRING (-75.5794759 6.1802691, -75.5798088 6.1806137, -75.5798479 6.1806574)",35.0,6.1,,,,,
340685953,569680304,0,343480137,True,1,Carrera 43A,primary,50,False,131.144,"LINESTRING (-75.5808404 6.1816543, -75.5806938 6.1817965, -75.58062 6.1819031, -75.5804471 6.1822396, -75.5802464 6.1826635)",50.0,9.4,,,,,
340685953,9694411267,0,506741953,True,2,Calle 24 Sur,residential,,False,146.88,"LINESTRING (-75.5808404 6.1816543, -75.5808001 6.1816139, -75.5799041 6.1807171)",35.0,15.1,,,,,
340686062,340685951,0,559472181,False,2,,residential,,False,85.37,"LINESTRING (-75.5798176 6.1795806, -75.5794759 6.1802691)",35.0,8.8,,,,,
340686062,340686746,0,233399770,False,2,Calle 25 Sur,residential,,False,94.836,"LINESTRING (-75.5798176 6.1795806, -75.5795613 6.179496, -75.5793619 6.1794301, -75.579293 6.1794109, -75.5792072 6.1794026, -75.5791146 6.1794002, -75.5789875 6.1794069)",35.0,9.8,,,,,
340686062,2417951901,0,233399770,False,2,Calle 25 Sur,residential,,True,72.959,"LINESTRING (-75.5798176 6.1795806, -75.5799521 6.1795899, -75.5801104 6.1795863, -75.5804756 6.1795522)",35.0,7.5,,,,,
340686746,5532256383,0,30794342,False,2,Diagonal 29,residential,,True,175.66400000000004,"LINESTRING (-75.5789875 6.1794069, -75.5790251 6.1792778, -75.5790291 6.1791887, -75.5790147 6.1791063, -75.5789849 6.1790235, -75.5789329 6.1788929, -75.5788848 6.1788032, -75.5788499 6.1787681, -75.5788216 6.1787396, -75.5787274 6.1786792, -75.5786057 6.1786183, -75.5785138 6.1785672, -75.5784528 6.1785076, -75.578417 6.1784336, -75.578405 6.1783418, -75.5784018 6.1782556, -75.5784224 6.178178, -75.5784637 6.1781149)",35.0,18.1,,,,,
340686746,4404924400,0,233399770,False,2,Calle 25 Sur,residential,,False,136.312,"LINESTRING (-75.5789875 6.1794069, -75.5788994 6.1794192, -75.5788243 6.1794219, -75.5787492 6.179411, -75.5786372 6.1793799, -75.5785467 6.1793339, -75.5784397 6.1792644, -75.5783354 6.1792139, -75.5782154 6.1791726, -75.5780954 6.1791612, -75.5779365 6.1791839, -75.5778185 6.1792192)",35.0,14.0,,,,,
340686746,340686062,0,233399770,False,2,Calle 25 Sur,residential,,True,94.83600000000001,"LINESTRING (-75.5789875 6.1794069, -75.5791146 6.1794002, -75.5792072 6.1794026, -75.579293 6.1794109, -75.5793619 6.1794301, -75.5795613 6.179496, -75.5798176 6.1795806)",35.0,9.8,,,,,
340688179,11986724591,0,351476474,True,2,,primary_link,,False,64.396,"LINESTRING (-75.5827176 6.1843196, -75.5826116 6.1845405, -75.5825835 6.1846329, -75.58257 6.1847145, -75.5825586 6.1847894, -75.5825545 6.1848687)",30.0,7.7,,,,,
340688179,8670482307,0,"[1005432805, 935662814]",True,2,Calle 85,secondary,,False,324.61199999999997,"LINESTRING (-75.5827176 6.1843196, -75.5826904 6.1844211, -75.5826789 6.1844688, -75.5826696 6.1845164, -75.5826545 6.1846612, -75.5826568 6.1847999, -75.5826665 6.1848959, -75.5826993 6.1850061, -75.582723 6.1850544, -75.5827526 6.185106, -75.5831464 6.1856322, -75.5832447 6.185777, -75.5834368 6.1861052, -75.5837535 6.1866531, -75.5838135 6.1867445, -75.5838674 6.1868105, -75.5839169 6.1868624)",50.0,23.4,yes,,,,
340688209,2946094145,0,292219216,True,2,Diagonal 31C,secondary,30,False,98.03,"LINESTRING (-75.5800807 6.1711629, -75.5800567 6.1715712, -75.580058 6.171949, -75.5800579 6.1719805, -75.5800583 6.1720438)",30.0,11.8,,,,,
340688209,1378848224,0,1016868324,False,2,Transversal 34E Sur,residential,,True,10.646,"LINESTRING (-75.5800807 6.1711629, -75.5800616 6.1711594, -75.579986 6.1711455)",35.0,1.1,,,,,
340688650,3924033264,0,1017980737,True,1,Calle 39 Sur,tertiary,,False,46.223,"LINESTRING (-75.5808563 6.1639473, -75.5812743 6.1639569)",60.0,2.8,,,,,
340688650,5534334366,0,1017980738,False,2,Carrera 29B,tertiary,,True,6.736,"LINESTRING (-75.5808563 6.1639473, -75.5808532 6.1638868)",60.0,0.4,,,,,
340688650,3572367372,0,256981921,False,2,Carrera 29B,tertiary,,False,88.436,"LINESTRING (-75.5808563 6.1639473, -75.5808615 6.1643604, -75.58086 6.1645197, -75.580851 6.1646333, -75.5808383 6.1647415)",60.0,5.3,,,,,
340688653,1419125272,0,917581849,True,2,Calle 39 Sur,tertiary,30,False,53.225,"LINESTRING (-75.5905885 6.1694052, -75.5901313 6.1692552)",30.0,6.4,,,,,
340688653,1417715913,0,572136188,False,,Carrera 44A,residential,,False,38.066,"LINESTRING (-75.5905885 6.1694052, -75.5906933 6.1692336, -75.5907445 6.1691527, -75.5907692 6.1691138)",35.0,3.9,,,,,
340688661,1822477203,0,30794365,False,2,Calle 39 Sur,residential,,False,375.87699999999995,"LINESTRING (-75.5970447 6.1737451, -75.5970066 6.1737167, -75.5946081 6.1719327, -75.594569 6.171887, -75.5945409 6.1718412, -75.5945086 6.1717733, -75.5944904 6.1716834, -75.5944778 6.17161)",35.0,38.7,,,,,
340688661,1815599613,0,"[388246128, 170419787, 388246134]",True,,Carrera 49,residential,,False,137.209,"LINESTRING (-75.5970447 6.1737451, -75.5969684 6.1737997, -75.5968553 6.1738814, -75.5960403 6.17447)",35.0,14.1,yes,,,,
340688833,3729682988,0,567121703,False,,Carrera 45C,residential,,True,90.038,"LINESTRING (-75.5915682 6.1707268, -75.592129 6.1701396)",35.0,9.3,,,,,
340688833,1419125274,0,"[343742898, 343742890]",False,,"['Carrera 45B', 'Calle 38B Sur']",residential,,"[False, True]",139.12099999999998,"LINESTRING (-75.5915682 6.1707268, -75.5912516 6.1704696, -75.5912422 6.170461, -75.5912359 6.1704519, -75.5912372 6.1704407, -75.5912428 6.1704352, -75.5917953 6.1698511)",35.0,14.3,,,,,
340688833,1419125243,0,"[1016038904, 567121703]",False,,"['Carrera 45C', 'Calle 38B Sur']",residential,,"[False, True]",60.913,"LINESTRING (-75.5915682 6.1707268, -75.5915033 6.1707945, -75.5914986 6.1708118, -75.5915108 6.1708314, -75.5918176 6.1710743, -75.5918378 6.1710863)",35.0,6.3,,,,,
340688874,3729682988,0,30794354,True,,Carrera 45C,residential,,False,60.461,"LINESTRING (-75.5925171 6.1697565, -75.592129 6.1701396)",35.0,6.2,,,,,
340688874,1419125257,0,1258715117,True,1,Calle 39A Sur,residential,,False,149.336,"LINESTRING (-75.5925171 6.1697565, -75.5922654 6.1695193, -75.5918866 6.1691503, -75.5915111 6.1688632)",35.0,15.4,,,,,
340689030,340689098,0,30794353,True,,Calle 38B Sur,residential,,False,49.605000000000004,"LINESTRING (-75.5922305 6.1713204, -75.592249 6.1713314, -75.5923834 6.1714115, -75.5925593 6.1715163, -75.5926154 6.1715497)",35.0,5.1,,,,,
340689069,1819429758,0,30794357,True,,Carrera 46A,residential,,False,124.69,"LINESTRING (-75.5935598 6.1699789, -75.5935137 6.1700263, -75.5927746 6.1707839)",35.0,12.8,,,,,
340689069,1822092119,0,44785025,True,1,Calle 39A Sur,residential,,False,76.57,"LINESTRING (-75.5935598 6.1699789, -75.5930253 6.1700153, -75.5928688 6.170026)",35.0,7.9,,,,,
340689098,340689162,0,30794353,True,,Calle 38B Sur,residential,,False,48.147000000000006,"LINESTRING (-75.5926154 6.1715497, -75.5926347 6.1715613, -75.5929132 6.1717272, -75.5929889 6.1717724)",35.0,5.0,,,,,
340689143,3505595302,0,30794358,True,,Carrera 47,residential,,False,23.206,"LINESTRING (-75.5938301 6.1702677, -75.5937973 6.1703128, -75.5936908 6.1704233)",35.0,2.4,,,,,
340689143,340689069,0,44785025,True,1,Calle 39A Sur,residential,,False,43.866,"LINESTRING (-75.5938301 6.1702677, -75.5937836 6.1702181, -75.5936425 6.1700672, -75.5935598 6.1699789)",35.0,4.5,,,,,
340689162,1819429760,0,30794359,True,,Carrera 47A,residential,,False,62.792,"LINESTRING (-75.5929889 6.1717724, -75.5933444 6.1714071, -75.5933842 6.1713669)",35.0,6.5,,,,,
340689162,3505588364,0,"[388246109, 388246118]",True,,"['Carrera 47B', 'Calle 38B Sur']",residential,,False,113.07799999999999,"LINESTRING (-75.5929889 6.1717724, -75.5933461 6.1720847, -75.593679 6.1717402, -75.5937252 6.1716924)",35.0,11.6,,,,,
340689198,3505588359,0,30794359,True,,Carrera 47A,residential,,False,72.412,"LINESTRING (-75.5940842 6.170666, -75.5945403 6.1701986)",35.0,7.4,,,,,
340689198,340689143,0,1292967688,True,1,Calle 39A Sur,residential,,False,52.446,"LINESTRING (-75.5940842 6.170666, -75.5940634 6.1706334, -75.5940279 6.1705777, -75.5938301 6.1702677)",35.0,5.4,,,,,
340689574,1825621040,0,171548318,False,,Carrera 44,residential,,False,55.05,"LINESTRING (-75.5911647 6.1687206, -75.5912575 6.1682342)",35.0,5.7,,,,,
340689574,3291783882,0,343742895,False,,Calle 39A Sur,residential,,False,111.806,"LINESTRING (-75.5911647 6.1687206, -75.5911014 6.1687147, -75.5901542 6.1686821)",35.0,11.5,,,,,
340689574,1419125257,0,343742895,False,,Calle 39A Sur,residential,,True,41.495999999999995,"LINESTRING (-75.5911647 6.1687206, -75.591456 6.1688333, -75.5915111 6.1688632)",35.0,4.3,,,,,
340689901,569680235,0,30794369,True,2,Transversal 34D Sur,residential,,False,44.048,"LINESTRING (-75.5842181 6.1704553, -75.5838441 6.1705919)",35.0,4.5,,,,,
340689901,330644124,0,154884798,True,,Calle 35 Sur,residential,,False,59.42,"LINESTRING (-75.5842181 6.1704553, -75.5846349 6.1707927)",35.0,6.1,,4,,,
340690118,340689901,0,154884798,True,,Calle 35 Sur,residential,,False,36.911,"LINESTRING (-75.5839466 6.1702621, -75.5842181 6.1704553)",35.0,3.8,,4,,,
340690118,1378816142,0,389248619,True,,Carrera 39,residential,,False,28.645,"LINESTRING (-75.5839466 6.1702621, -75.5837961 6.1704718)",35.0,2.9,,,,,
340690122,330648332,0,30028937,True,2,Carrera 42,tertiary,,False,109.766,"LINESTRING (-75.5861071 6.1716355, -75.5855885 6.1724773)",60.0,6.6,,,,,
340690122,1378816127,0,567115884,True,1,Calle 35 Sur,residential,,False,98.78500000000001,"LINESTRING (-75.5861071 6.1716355, -75.5860691 6.1716124, -75.5853398 6.1711802)",35.0,10.2,,4,,,
340690124,1657886266,0,577281363,True,1,Carrera 43,tertiary,40,False,84.65,"LINESTRING (-75.5866946 6.1719765, -75.5870897 6.1713244)",40.0,7.6,,,,,
340690124,340690122,0,567115884,True,1,Calle 35 Sur,residential,,False,75.207,"LINESTRING (-75.5866946 6.1719765, -75.5866695 6.1719613, -75.5861071 6.1716355)",35.0,7.7,,4,,,
340690125,340690124,0,567115884,True,1,Calle 35 Sur,residential,,False,91.014,"LINESTRING (-75.5873966 6.1724041, -75.5873599 6.1723818, -75.5866946 6.1719765)",35.0,9.4,,4,,,
340690125,327431102,0,1018644383,True,3,Carrera 43A,primary,,False,122.92,"LINESTRING (-75.5873966 6.1724041, -75.5873506 6.1724712, -75.5870994 6.1728378, -75.5870363 6.1729296, -75.5867967 6.1732661, -75.5867635 6.1733128)",46.8,9.5,,,,,
340690351,340690781,0,30794385,True,,Calle 33 Sur,residential,,False,58.409,"LINESTRING (-75.5877473 6.1744865, -75.5881766 6.1747927)",35.0,6.0,,,,,
340690351,1819429774,0,1174170666,True,,Carrera 45,residential,30,False,56.532,"LINESTRING (-75.5877473 6.1744865, -75.5880287 6.174062)",30.0,6.8,,,,,
340690368,4072515363,0,30794379,False,,Carrera 45A,residential,,True,44.473,"LINESTRING (-75.5894394 6.1727497, -75.5892295 6.1730909)",35.0,4.6,,,,,
340690368,330634175,0,30794379,False,,Carrera 45A,residential,,False,80.84800000000001,"LINESTRING (-75.5894394 6.1727497, -75.5897905 6.1721537, -75.589809 6.1721223)",35.0,8.3,,,,,
